Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
200.97,2023-08-17 14:55:53,"56.410716, 85.802612",2016-08-18 14:55:53,1,0,1,38,1,10000,0,4,2016-10-16 14:55:53,8,2,382.34,bom,1,2023-08-05 16:29:03,0
45.56,2023-12-04 13:08:46,"-56.11941, 8.44938",2014-04-17 13:08:46,1,0,0,46,0,10000,1,2,2014-06-24 13:08:46,10,5,394.56,atrasado,0,2023-11-06 06:34:48,1
59.89,2024-04-19 18:16:06,"-44.50503, 160.362945",2016-09-10 18:16:06,0,0,0,51,1,1000,0,2,2016-11-20 18:16:06,10,4,102.32,atrasado,1,2024-04-16 16:12:37,0
51.68,2025-03-31 08:01:17,"4.59261, 38.274938",2018-01-23 08:01:17,0,0,1,30,0,20000,1,2,2018-04-01 08:01:17,5,1,250.48,bom,1,2025-03-02 02:51:07,1
325.32,2024-12-09 14:09:00,"-38.264731, 116.617157",2017-01-11 14:09:00,0,0,1,35,1,5000,1,3,2017-03-15 14:09:00,5,1,312.35,inadimplente,0,2024-11-17 17:55:29,1
373.32,2023-11-25 10:37:23,"6.643428, -47.312732",2022-05-15 10:37:23,1,0,1,85,0,1000,0,5,2022-05-30 10:37:23,6,1,278.33,bom,1,2023-11-13 01:00:11,1
246.48,2024-01-12 08:12:50,"-14.146887, 96.568472",2021-09-09 08:12:50,0,0,1,29,1,1000,1,2,2021-11-26 08:12:50,1,5,345.08,inadimplente,0,2023-12-19 09:14:58,0
500.52,2024-12-14 22:32:37,"23.817381, 145.381649",2021-01-17 22:32:37,0,0,1,54,0,2000,0,3,2021-04-15 22:32:37,6,0,320.97,inadimplente,0,2024-12-09 09:01:37,1
252.99,2024-01-08 13:08:16,"27.580233, 101.436683",2014-03-21 13:08:16,1,0,0,58,0,5000,1,3,2014-04-05 13:08:16,9,1,232.9,bom,1,2023-12-25 03:45:43,1
297.06,2025-02-17 23:12:07,"74.226136, 67.513992",2024-10-10 23:12:07,1,0,1,42,1,20000,0,1,2024-11-13 23:12:07,3,2,190.42,inadimplente,1,2025-02-12 11:01:26,0
89.78,2024-12-01 11:01:28,"-55.660866, -155.094928",2016-10-24 11:01:28,1,0,1,52,0,2000,0,1,2016-11-28 11:01:28,6,4,347.8,bom,1,2024-11-14 04:17:29,0
769.87,2023-09-03 02:45:06,"-14.681924, -1.338751",2017-10-19 02:45:06,0,0,1,78,1,2000,0,2,2017-11-17 02:45:06,9,3,156.04,bom,1,2023-08-27 05:38:23,1
329.37,2025-01-25 04:39:53,"62.238457, 85.434168",2016-11-12 04:39:53,1,0,1,71,1,5000,1,5,2016-12-09 04:39:53,9,1,163.53,inadimplente,1,2025-01-24 07:07:00,0
675.31,2025-05-07 01:02:51,"79.985576, -4.700688",2018-07-25 01:02:51,1,0,1,65,1,5000,0,3,2018-09-13 01:02:51,8,4,294.75,inadimplente,1,2025-04-29 18:52:31,1
28.73,2024-10-08 23:38:39,"-50.980993, 5.472887",2020-03-28 23:38:39,0,0,0,21,0,1000,1,1,2020-04-11 23:38:39,10,1,255.91,inadimplente,0,2024-10-08 03:44:19,0
8.61,2024-05-06 18:04:12,"-83.55721, -169.496905",2020-04-18 18:04:12,1,0,1,75,0,2000,1,5,2020-05-03 18:04:12,6,5,188.35,bom,0,2024-04-10 07:00:50,1
57.06,2025-02-04 20:02:47,"-77.42404, -141.108131",2015-06-16 20:02:47,0,0,1,52,0,10000,1,4,2015-06-20 20:02:47,5,5,398.79,bom,1,2025-02-02 13:58:08,1
140.19,2023-10-26 22:17:29,"25.933303, 146.997729",2021-01-11 22:17:29,1,0,0,48,0,20000,1,4,2021-03-10 22:17:29,4,0,345.92,atrasado,0,2023-10-18 01:36:40,0
71.99,2025-06-25 01:22:09,"86.962396, -67.407844",2020-11-04 01:22:09,0,0,0,72,1,1000,0,1,2020-12-16 01:22:09,2,5,335.89,bom,1,2025-05-28 04:55:27,0
163.35,2025-03-25 18:55:48,"89.952282, -141.978287",2015-08-01 18:55:48,0,0,0,49,0,5000,0,0,2015-08-20 18:55:48,7,0,196.02,inadimplente,0,2025-03-08 17:15:30,0
430.24,2025-02-01 07:25:36,"-42.255546, 179.400649",2017-12-30 07:25:36,1,0,0,60,1,2000,0,1,2018-01-03 07:25:36,9,2,359.91,atrasado,1,2025-01-12 16:45:39,1
106.6,2023-09-18 17:07:26,"40.701888, -108.908216",2014-10-05 17:07:26,1,0,1,59,0,20000,1,2,2014-11-25 17:07:26,3,3,317.57,bom,0,2023-09-08 01:15:27,0
379.44,2025-01-04 09:31:12,"-82.469723, 82.268296",2021-11-16 09:31:12,1,0,0,66,1,2000,0,2,2022-02-07 09:31:12,2,2,256.12,bom,0,2024-12-29 12:41:36,0
189.24,2025-06-25 10:46:42,"24.015323, 110.68288",2016-05-21 10:46:42,0,0,1,19,0,1000,0,1,2016-08-04 10:46:42,5,1,186.09,bom,1,2025-06-01 01:06:30,0
58.9,2024-10-12 14:41:08,"6.368766, 84.162273",2021-06-04 14:41:08,0,1,1,67,1,10000,1,5,2021-07-04 14:41:08,7,0,288.63,atrasado,0,2024-09-29 22:55:59,0
341.89,2025-04-07 00:53:30,"25.243691, -9.059965",2016-08-07 00:53:30,1,0,1,28,1,2000,1,1,2016-09-17 00:53:30,5,5,459.91,atrasado,1,2025-03-30 00:14:25,0
43.92,2023-10-03 03:41:18,"-62.577121, 12.753201",2015-09-21 03:41:18,1,0,1,69,1,1000,0,4,2015-11-22 03:41:18,4,4,440.56,bom,0,2023-09-25 16:06:36,1
11.08,2025-06-26 08:12:05,"-70.583515, -98.482844",2019-03-08 08:12:05,0,1,1,30,1,1000,1,4,2019-04-15 08:12:05,0,0,320.07,atrasado,1,2025-06-10 01:43:06,1
182.04,2025-02-04 11:19:14,"-88.598406, -89.992784",2018-09-13 11:19:14,1,0,1,52,1,10000,1,3,2018-10-29 11:19:14,5,3,214.18,bom,0,2025-01-23 12:48:24,1
470.45,2025-07-10 21:25:50,"-86.890268, 174.100734",2016-12-23 21:25:50,1,1,0,40,0,5000,0,5,2017-01-03 21:25:50,5,0,245.37,atrasado,1,2025-07-02 21:11:44,1
160.15,2025-01-01 22:15:57,"-59.280651, -144.632558",2016-07-24 22:15:57,0,1,1,35,0,1000,1,1,2016-08-25 22:15:57,2,1,292.31,bom,0,2024-12-18 12:06:00,0
336.28,2025-07-04 21:05:06,"31.178751, 17.118359",2021-05-24 21:05:06,1,0,1,83,1,2000,1,0,2021-08-17 21:05:06,3,3,431.35,bom,0,2025-07-02 23:05:33,1
245.43,2025-04-18 20:23:28,"-49.338827, -2.511706",2018-01-24 20:23:28,0,0,1,26,1,10000,1,4,2018-03-28 20:23:28,8,4,271.88,atrasado,0,2025-04-01 04:53:20,0
509.62,2023-10-28 21:23:19,"-32.23124, -65.237171",2020-12-21 21:23:19,1,0,1,61,0,5000,1,0,2021-01-27 21:23:19,3,3,312.34,bom,1,2023-10-17 05:52:32,1
81.18,2025-04-07 13:43:14,"-67.112076, -76.712137",2025-02-27 13:43:14,1,0,1,22,1,5000,0,2,2025-04-06 13:43:14,2,2,550.32,inadimplente,0,2025-03-11 00:12:43,1
101.63,2023-12-24 18:50:05,"14.218528, -90.639506",2018-04-29 18:50:05,1,0,1,24,0,5000,1,0,2018-07-05 18:50:05,8,0,251.6,atrasado,0,2023-11-26 23:27:38,1
106.06,2024-10-14 16:54:25,"3.704755, -60.365138",2020-10-23 16:54:25,0,0,1,41,1,5000,0,3,2020-10-28 16:54:25,4,3,347.28,atrasado,0,2024-09-15 04:14:21,1
47.65,2023-10-14 15:51:30,"80.492014, -37.30168",2021-01-23 15:51:30,1,0,0,63,0,20000,0,2,2021-03-03 15:51:30,0,1,27.75,atrasado,1,2023-09-27 01:10:51,1
46.88,2024-07-28 07:28:12,"24.203842, 63.558958",2023-02-05 07:28:12,1,0,0,61,0,2000,0,3,2023-04-19 07:28:12,3,3,214.45,inadimplente,0,2024-07-13 18:56:18,0
130.38,2023-10-19 08:10:34,"-62.173045, -143.057482",2023-05-24 08:10:34,1,0,1,56,0,5000,1,0,2023-07-13 08:10:34,5,1,272.64,atrasado,0,2023-10-18 08:10:51,1
140.19,2025-06-13 12:53:50,"-16.054247, -22.672053",2023-02-26 12:53:50,1,0,0,71,1,1000,1,5,2023-04-08 12:53:50,7,3,401.8,bom,0,2025-05-31 20:52:24,1
753.44,2024-04-26 15:28:08,"-29.442799, -73.521167",2019-07-27 15:28:08,0,0,0,42,0,20000,0,0,2019-10-24 15:28:08,2,5,170.4,bom,0,2024-03-30 16:28:51,0
64.09,2024-11-01 04:52:32,"-68.842391, 167.120027",2024-04-19 04:52:32,0,0,1,78,0,20000,0,0,2024-06-15 04:52:32,7,4,322.62,inadimplente,0,2024-10-04 11:11:10,1
182.1,2024-07-05 13:31:41,"9.356683, 152.533309",2024-04-22 13:31:41,1,0,1,73,1,2000,0,0,2024-06-16 13:31:41,5,0,411.79,inadimplente,0,2024-06-24 15:12:07,0
179.2,2025-02-17 07:56:49,"29.489954, -3.463131",2016-03-17 07:56:49,1,0,0,31,1,1000,1,2,2016-04-11 07:56:49,9,1,303.42,atrasado,1,2025-01-23 05:59:26,1
76.49,2025-06-03 02:01:41,"-3.878319, -91.720335",2015-07-10 02:01:41,1,0,0,58,0,10000,0,2,2015-09-14 02:01:41,0,0,214.54,atrasado,0,2025-05-16 04:26:24,1
628.3,2024-11-14 22:55:50,"12.790368, -124.995186",2024-08-04 22:55:50,0,0,0,41,0,1000,0,0,2024-08-18 22:55:50,9,1,190.29,atrasado,1,2024-11-12 00:23:42,0
483.32,2024-08-16 04:55:36,"-1.583809, 2.698274",2020-12-01 04:55:36,1,0,1,63,0,5000,0,5,2021-02-08 04:55:36,1,5,237.73,atrasado,1,2024-08-11 18:06:20,1
189.37,2025-03-20 00:52:43,"-61.340718, 104.881318",2023-08-01 00:52:43,1,0,1,47,1,10000,1,5,2023-08-01 00:52:43,4,5,328.31,inadimplente,0,2025-03-15 19:43:26,0
220.25,2024-11-29 17:55:13,"0.229022, -160.791026",2022-10-30 17:55:13,1,0,1,31,0,5000,1,2,2023-01-05 17:55:13,9,2,289.79,atrasado,1,2024-11-22 23:12:31,1
221.08,2023-12-01 19:44:31,"-62.98495, -58.040761",2021-06-05 19:44:31,0,0,1,80,0,1000,1,1,2021-07-31 19:44:31,2,2,196.89,atrasado,1,2023-11-13 03:17:56,0
263.8,2024-03-03 11:19:38,"70.972188, -1.202774",2021-03-15 11:19:38,0,0,1,27,0,1000,0,0,2021-04-05 11:19:38,4,1,248.69,bom,0,2024-02-26 00:54:02,1
374.19,2024-03-08 06:10:51,"-6.806327, 105.092691",2019-09-28 06:10:51,1,0,0,65,1,10000,1,2,2019-11-05 06:10:51,1,0,233.89,bom,1,2024-02-12 22:09:28,1
953.53,2023-07-31 16:59:44,"-58.563309, -5.736706",2015-04-05 16:59:44,0,0,1,50,0,1000,1,0,2015-06-28 16:59:44,4,3,279.94,inadimplente,0,2023-07-21 20:57:40,1
292.86,2024-01-10 10:13:04,"-3.621642, -22.799605",2016-11-15 10:13:04,1,0,1,82,0,2000,1,1,2017-02-11 10:13:04,8,5,158.06,bom,1,2023-12-12 13:38:51,1
422.12,2024-11-27 01:00:54,"-74.410816, -53.854965",2015-12-22 01:00:54,1,0,0,77,0,2000,0,0,2016-03-08 01:00:54,8,3,322.4,bom,0,2024-11-02 02:11:59,0
241.54,2024-04-29 21:20:53,"36.785372, 122.817396",2017-08-08 21:20:53,1,0,0,81,0,5000,1,5,2017-11-01 21:20:53,3,2,172.29,atrasado,1,2024-04-10 23:06:20,0
921.5,2025-04-19 08:04:14,"55.069917, -73.96302",2022-04-17 08:04:14,1,0,1,73,1,20000,0,1,2022-04-29 08:04:14,1,0,191.68,bom,1,2025-04-13 03:58:41,0
323.58,2024-09-11 20:34:30,"39.470367, 172.319078",2017-08-09 20:34:30,0,0,1,63,0,2000,0,3,2017-10-19 20:34:30,8,3,216.38,atrasado,0,2024-08-18 04:27:37,0
204.25,2024-01-27 02:04:39,"-48.204538, -94.618759",2019-10-29 02:04:39,0,0,0,49,1,2000,0,2,2019-12-01 02:04:39,9,5,273.42,atrasado,1,2024-01-05 06:16:10,0
654.88,2024-05-03 09:22:00,"-52.374001, -10.927659",2018-02-19 09:22:00,0,0,0,29,0,2000,1,3,2018-02-25 09:22:00,7,1,266.54,bom,0,2024-04-19 04:32:18,0
11.93,2025-03-02 16:23:24,"-40.068226, 161.512046",2020-03-01 16:23:24,1,0,1,53,1,5000,1,5,2020-03-16 16:23:24,7,1,356.56,inadimplente,0,2025-03-02 10:29:34,0
598.24,2023-08-11 17:52:39,"-16.83434, 71.239997",2020-08-02 17:52:39,1,0,1,65,1,20000,0,2,2020-10-13 17:52:39,1,3,429.15,atrasado,1,2023-07-26 10:41:08,0
462.97,2025-04-19 12:34:34,"52.323263, -127.782436",2018-12-18 12:34:34,1,0,1,37,0,2000,1,0,2019-01-01 12:34:34,7,0,330.7,atrasado,1,2025-04-11 17:59:46,0
241.39,2024-03-28 16:35:32,"56.814251, -134.815315",2015-03-30 16:35:32,1,1,1,43,0,20000,1,5,2015-05-09 16:35:32,1,3,299.94,atrasado,1,2024-03-23 21:51:01,0
147.09,2024-07-08 11:28:29,"50.729825, -83.489778",2024-04-27 11:28:29,0,0,1,46,0,20000,1,1,2024-04-29 11:28:29,7,4,419.66,atrasado,0,2024-06-08 16:55:04,0
17.28,2024-08-31 12:45:57,"64.893889, 41.605288",2017-12-16 12:45:57,1,0,1,28,0,1000,0,4,2018-02-17 12:45:57,0,5,268.9,inadimplente,1,2024-08-06 07:42:44,0
166.74,2023-08-08 06:41:19,"-29.971193, 146.983089",2015-09-27 06:41:19,0,1,1,80,0,10000,1,3,2015-11-26 06:41:19,0,5,340.25,inadimplente,1,2023-07-18 09:13:20,1
167.88,2024-12-26 20:44:06,"56.172827, 16.858348",2021-03-16 20:44:06,0,0,1,40,0,2000,1,1,2021-06-07 20:44:06,8,2,389.65,atrasado,1,2024-12-23 22:24:58,0
299.89,2023-12-12 18:53:56,"66.579577, -58.61981",2020-08-18 18:53:56,0,0,1,20,1,20000,1,0,2020-08-31 18:53:56,8,4,25.96,inadimplente,0,2023-12-08 21:08:03,1
180.5,2024-04-12 05:28:22,"32.113458, 96.744835",2018-09-14 05:28:22,1,0,0,52,0,20000,1,0,2018-12-12 05:28:22,4,4,93.86,atrasado,1,2024-03-21 05:54:34,1
321.84,2025-02-24 02:56:45,"-7.55562, -143.9533",2020-10-19 02:56:45,1,0,1,21,0,2000,0,1,2020-11-24 02:56:45,2,5,343.04,atrasado,0,2025-01-25 08:42:44,1
244.97,2023-10-26 15:34:33,"15.805984, -56.128141",2022-09-02 15:34:33,0,0,1,77,0,1000,0,3,2022-11-11 15:34:33,4,2,246.72,bom,0,2023-10-18 11:25:28,1
99.65,2024-10-18 12:52:09,"69.215012, 159.095051",2022-10-06 12:52:09,0,0,1,42,0,2000,0,2,2022-12-04 12:52:09,6,0,218.07,atrasado,0,2024-09-20 16:21:00,1
5.56,2024-10-08 08:44:53,"67.392683, 135.612421",2016-06-02 08:44:53,1,0,0,38,0,5000,1,1,2016-07-28 08:44:53,6,1,210.62,bom,0,2024-09-10 22:00:12,1
225.18,2024-08-24 00:37:25,"-54.129609, 77.661496",2023-02-11 00:37:25,1,0,0,23,1,10000,1,2,2023-03-18 00:37:25,9,5,189.6,bom,1,2024-07-26 23:56:23,1
647.47,2023-11-07 00:44:13,"-51.499568, -174.043975",2018-08-24 00:44:13,1,0,0,78,1,5000,0,4,2018-11-22 00:44:13,8,1,416.15,bom,1,2023-10-10 19:26:46,0
287.01,2023-09-12 14:31:49,"11.460306, 5.873086",2014-01-09 14:31:49,1,0,0,53,1,10000,0,4,2014-02-16 14:31:49,2,3,281.51,inadimplente,0,2023-08-15 05:43:34,0
163.81,2023-09-22 07:55:11,"-12.774072, 161.051333",2021-04-06 07:55:11,1,0,0,22,1,10000,0,0,2021-04-27 07:55:11,8,4,252.14,inadimplente,0,2023-09-11 23:05:31,1
18.81,2025-03-31 20:11:37,"11.250405, 131.444984",2019-09-10 20:11:37,0,0,1,78,0,1000,1,5,2019-10-01 20:11:37,4,5,351.57,bom,1,2025-03-18 01:43:29,0
166.59,2023-11-26 04:06:14,"-74.291629, 152.448008",2022-05-28 04:06:14,0,0,0,30,0,2000,1,3,2022-08-19 04:06:14,4,0,166.76,bom,0,2023-11-09 15:11:18,1
209.91,2023-09-18 13:03:32,"-63.538462, -171.375768",2017-01-09 13:03:32,0,1,0,83,0,20000,0,1,2017-02-13 13:03:32,3,0,363.14,atrasado,0,2023-09-03 21:28:25,0
506.23,2024-02-28 14:02:12,"68.630318, 155.676316",2015-09-15 14:02:12,1,0,1,21,0,10000,1,5,2015-11-30 14:02:12,8,5,352.8,atrasado,1,2024-02-01 16:08:44,0
60.91,2025-03-09 02:45:41,"17.084419, -2.438082",2019-06-06 02:45:41,1,0,1,74,1,20000,0,1,2019-06-30 02:45:41,2,4,223.16,atrasado,1,2025-03-01 02:25:34,1
29.37,2025-05-28 13:44:57,"-88.50252, -33.277233",2020-02-23 13:44:57,0,1,1,55,0,10000,1,4,2020-05-02 13:44:57,4,0,368.59,atrasado,1,2025-05-24 10:52:18,0
869.45,2024-04-02 15:22:08,"-41.419885, -170.821223",2023-05-21 15:22:08,1,0,0,30,0,5000,0,4,2023-06-03 15:22:08,1,5,273.78,atrasado,0,2024-03-11 11:44:20,1
187.16,2023-11-22 15:56:33,"-57.852049, -143.558481",2017-04-04 15:56:33,1,0,0,70,0,1000,1,4,2017-05-08 15:56:33,7,1,304.03,inadimplente,0,2023-11-15 01:38:16,0
23.37,2025-06-09 07:14:34,"-21.657647, -155.004251",2021-11-10 07:14:34,0,0,0,34,1,5000,0,1,2022-01-23 07:14:34,5,5,389.49,atrasado,0,2025-05-23 14:24:38,1
145.11,2023-08-17 22:02:04,"64.5332, 72.709454",2020-05-06 22:02:04,0,1,1,33,1,2000,1,3,2020-05-23 22:02:04,7,5,376.37,bom,0,2023-07-23 10:35:28,1
136.93,2023-08-09 15:47:57,"-83.325392, 149.200347",2020-01-23 15:47:57,1,0,1,36,0,2000,1,2,2020-02-28 15:47:57,5,3,340.07,bom,0,2023-07-19 11:25:29,1
1098.59,2025-07-10 20:18:24,"-54.006833, 71.39799",2015-11-17 20:18:24,0,0,1,36,0,1000,1,0,2016-01-15 20:18:24,10,4,285.18,bom,0,2025-06-19 15:26:52,1
3.04,2025-05-10 20:11:36,"57.839418, 35.112007",2016-01-06 20:11:36,0,0,1,25,0,20000,0,4,2016-02-12 20:11:36,2,3,350.53,bom,0,2025-04-27 23:26:51,0
1181.82,2024-01-22 03:43:43,"-36.424411, -159.567325",2016-06-29 03:43:43,1,1,0,34,0,5000,1,0,2016-08-21 03:43:43,4,0,263.3,bom,1,2023-12-28 20:02:01,1
250.09,2024-02-11 18:25:13,"58.038092, -85.102066",2021-01-18 18:25:13,0,0,1,64,1,5000,1,3,2021-02-14 18:25:13,9,3,260.96,bom,0,2024-02-07 09:33:48,0
403.45,2024-08-29 15:10:07,"41.778436, -163.922068",2022-04-03 15:10:07,0,0,1,81,1,20000,1,4,2022-05-07 15:10:07,9,3,311.84,atrasado,1,2024-08-07 06:33:05,1
563.29,2024-11-06 02:39:03,"-14.656005, -43.672889",2020-01-14 02:39:03,1,0,1,68,1,5000,0,1,2020-02-21 02:39:03,8,0,339.16,atrasado,1,2024-11-05 12:33:14,0
160.47,2023-12-01 04:11:07,"-60.114343, 100.351721",2022-01-09 04:11:07,0,1,1,50,1,2000,0,5,2022-02-14 04:11:07,4,5,404.22,inadimplente,0,2023-11-25 08:22:52,1
919.15,2024-02-07 16:57:40,"-18.160477, -175.248705",2020-11-01 16:57:40,0,0,1,23,0,5000,0,4,2021-01-11 16:57:40,3,3,323.33,atrasado,0,2024-01-24 11:47:33,1
238.85,2024-02-07 16:10:44,"14.626135, -63.834151",2016-07-20 16:10:44,0,0,0,79,1,5000,0,4,2016-09-16 16:10:44,9,0,241.33,bom,1,2024-01-16 09:36:22,0
109.12,2024-05-06 16:30:21,"47.809303, -147.154277",2018-03-06 16:30:21,0,0,1,63,0,20000,1,0,2018-05-29 16:30:21,3,2,224.88,atrasado,1,2024-05-01 05:42:48,0
163.7,2024-02-17 14:47:01,"73.935852, 171.761502",2023-08-18 14:47:01,0,0,1,40,0,1000,1,4,2023-09-28 14:47:01,0,1,310.31,bom,0,2024-02-12 22:01:03,1
231.23,2024-12-15 09:28:14,"-29.357792, 26.407961",2018-06-07 09:28:14,1,0,0,52,0,20000,1,0,2018-08-01 09:28:14,6,2,272.87,atrasado,0,2024-11-26 23:48:44,0
301.9,2024-11-29 17:50:02,"-68.74531, -148.946229",2017-08-03 17:50:02,1,0,0,44,0,20000,0,5,2017-09-03 17:50:02,2,5,490.75,atrasado,0,2024-11-03 15:50:24,0
920.96,2024-05-15 12:40:47,"-18.555865, 135.509186",2021-04-16 12:40:47,0,0,1,37,0,10000,1,0,2021-05-25 12:40:47,8,0,202.26,bom,0,2024-05-01 05:51:05,1
166.54,2025-06-20 00:39:15,"9.546689, 162.122806",2021-02-18 00:39:15,0,0,0,81,0,10000,0,1,2021-03-05 00:39:15,5,1,323.87,inadimplente,1,2025-06-03 00:45:49,0
1194.22,2023-11-29 20:50:10,"65.669194, -49.491659",2016-10-18 20:50:10,1,0,1,46,0,2000,0,1,2016-11-02 20:50:10,3,0,172.62,inadimplente,0,2023-11-14 19:18:00,0
787.82,2025-05-29 09:24:49,"-44.073508, 59.892444",2021-01-26 09:24:49,1,0,0,32,0,10000,0,0,2021-03-09 09:24:49,3,4,309.9,atrasado,1,2025-05-28 16:33:30,1
96.3,2023-11-26 12:19:03,"-89.601859, 122.24906",2020-07-21 12:19:03,1,0,0,34,0,5000,1,4,2020-09-30 12:19:03,4,2,247.76,atrasado,1,2023-11-15 20:09:24,0
515.87,2024-02-12 10:11:28,"-13.38119, -157.803489",2018-08-28 10:11:28,1,0,0,43,0,5000,0,1,2018-11-24 10:11:28,3,3,234.63,inadimplente,1,2024-02-09 08:46:44,1
64.82,2023-10-26 01:09:59,"-26.974269, 0.5087",2016-03-07 01:09:59,0,1,1,62,1,5000,0,2,2016-04-17 01:09:59,4,4,391.54,inadimplente,0,2023-10-01 11:19:29,1
134.66,2024-08-18 05:18:47,"10.544331, 169.403847",2014-12-03 05:18:47,1,0,0,36,0,5000,1,4,2014-12-03 05:18:47,5,0,413.29,atrasado,0,2024-08-16 04:28:56,0
738.46,2025-05-02 21:10:29,"-3.377317, -134.169383",2022-06-13 21:10:29,1,0,1,49,1,10000,1,3,2022-07-07 21:10:29,1,1,506.04,inadimplente,1,2025-04-24 05:11:00,1
155.12,2024-08-06 12:20:35,"-45.532526, 16.135562",2019-05-16 12:20:35,1,0,1,80,0,1000,0,1,2019-05-26 12:20:35,4,1,318.23,inadimplente,1,2024-07-08 00:05:34,0
902.04,2024-04-28 06:35:24,"71.200378, -98.15765",2021-05-01 06:35:24,0,0,1,39,0,20000,0,2,2021-06-23 06:35:24,5,5,168.58,inadimplente,1,2024-04-27 14:34:59,1
509.43,2024-09-23 01:25:59,"-80.323185, 19.894563",2019-06-09 01:25:59,1,0,1,76,1,1000,1,2,2019-08-17 01:25:59,1,1,222.52,bom,1,2024-08-29 19:23:58,0
198.49,2024-08-20 23:47:45,"21.221793, 31.999933",2022-10-25 23:47:45,1,0,1,34,0,5000,0,3,2023-01-02 23:47:45,8,2,246.74,bom,0,2024-07-23 07:45:54,0
77.32,2024-06-29 10:57:20,"29.954148, 113.893719",2015-06-21 10:57:20,1,0,0,68,0,10000,0,4,2015-09-19 10:57:20,2,1,320.0,inadimplente,0,2024-05-31 08:24:35,0
356.2,2025-07-11 11:13:47,"15.348933, -10.707397",2017-08-12 11:13:47,1,0,1,63,1,5000,1,5,2017-11-07 11:13:47,0,1,293.3,inadimplente,0,2025-06-15 03:11:07,1
64.17,2024-01-27 15:50:41,"0.790169, 117.168922",2019-12-13 15:50:41,0,0,1,57,0,2000,1,2,2020-01-23 15:50:41,4,4,254.93,bom,1,2024-01-03 14:34:56,0
68.76,2024-02-12 12:58:01,"11.873401, 81.713887",2017-04-04 12:58:01,0,0,0,51,0,2000,1,2,2017-05-13 12:58:01,10,3,99.83,atrasado,0,2024-01-15 11:01:39,0
67.27,2024-12-05 01:49:49,"-68.514596, 0.890397",2021-09-02 01:49:49,1,0,0,32,1,10000,0,4,2021-09-24 01:49:49,3,0,388.78,inadimplente,1,2024-11-29 17:21:41,1
146.92,2023-12-20 05:07:29,"26.856963, -52.962675",2014-04-16 05:07:29,0,1,1,51,0,10000,0,5,2014-06-19 05:07:29,0,2,439.85,atrasado,1,2023-11-20 12:18:09,0
1047.33,2024-02-05 20:02:14,"85.744845, 153.456901",2014-04-17 20:02:14,1,0,0,38,0,10000,1,5,2014-05-26 20:02:14,7,2,314.11,atrasado,0,2024-01-17 19:51:52,1
28.71,2024-11-20 03:43:57,"-67.655346, 1.334542",2016-01-08 03:43:57,1,0,0,56,1,1000,0,1,2016-03-06 03:43:57,1,5,147.5,inadimplente,0,2024-11-02 13:04:15,0
261.53,2024-12-18 08:20:49,"-22.178331, 3.439266",2023-08-22 08:20:49,0,0,0,46,1,20000,0,1,2023-11-08 08:20:49,10,5,349.98,atrasado,1,2024-12-14 07:41:17,1
956.8,2023-08-26 10:52:58,"24.118212, 72.773717",2019-05-16 10:52:58,0,0,1,22,1,5000,1,1,2019-06-14 10:52:58,5,4,100.89,bom,1,2023-08-09 01:41:19,0
319.12,2024-08-25 18:14:03,"62.827642, 36.097542",2017-09-17 18:14:03,1,0,1,22,0,5000,1,2,2017-11-27 18:14:03,5,2,308.74,atrasado,0,2024-08-18 02:26:46,0
33.26,2023-09-02 15:35:22,"-32.147687, 82.332911",2017-12-16 15:35:22,1,0,0,32,0,20000,1,3,2018-01-15 15:35:22,3,5,226.92,atrasado,0,2023-08-11 12:22:13,0
56.45,2024-04-29 10:05:02,"61.89023, -25.755744",2021-10-30 10:05:02,0,0,0,24,0,1000,1,0,2022-01-15 10:05:02,5,2,205.51,atrasado,1,2024-04-20 05:58:25,0
331.02,2024-10-25 18:26:45,"17.174367, -45.291045",2015-06-04 18:26:45,0,0,1,70,0,1000,1,5,2015-07-28 18:26:45,10,3,364.58,atrasado,1,2024-10-15 19:26:27,1
285.15,2023-11-03 13:06:12,"-39.120354, -3.102908",2021-02-07 13:06:12,0,0,0,70,1,2000,1,5,2021-05-08 13:06:12,0,1,222.57,atrasado,1,2023-10-28 21:17:46,1
35.73,2023-09-28 21:27:06,"-29.957049, 0.951659",2023-06-09 21:27:06,1,0,0,26,1,5000,1,1,2023-07-02 21:27:06,8,4,277.63,inadimplente,1,2023-09-09 22:45:30,0
866.51,2024-06-10 18:45:22,"-9.698779, -13.629323",2019-09-06 18:45:22,0,0,0,49,1,1000,0,2,2019-11-16 18:45:22,8,1,396.06,inadimplente,1,2024-06-09 10:04:22,0
91.47,2024-02-04 23:38:02,"-22.856697, -8.356124",2017-05-29 23:38:02,1,0,1,51,1,1000,0,4,2017-07-29 23:38:02,0,3,379.15,atrasado,1,2024-02-02 12:57:49,1
